sno,sna,sarea,interval_time,total,demand_borrow,demand_return
500107167,捷運劍南路站(3號出口),中山區,20:30,46.0,34.0,12.0
500107168,一江南京東路口(西南側),中山區,20:30,22.0,17.0,4.75
500107169,大直抽水站公車站,中山區,20:30,27.0,12.25,14.75
500107170,民權東路三段39巷口,中山區,20:30,25.0,8.0,13.75
500107171,臺北市立中山女高,中山區,20:30,33.0,29.5,3.5
500107173,林森公園東北側,中山區,20:30,18.0,5.25,12.25
500107174,康樂公園西北側,中山區,20:30,18.0,5.25,12.75
500107175,中山北德惠街口,中山區,20:30,20.0,13.25,6.5
500107176,晴光公園,中山區,20:30,15.0,7.5,7.5
500107177,松江路25巷口,中山區,20:30,42.0,21.75,19.75
500107178,民生東合江街口,中山區,20:30,20.0,12.25,7.75
500107179,飛航服務總臺,中山區,20:30,23.0,18.0,5.0
500107180,內湖堤頂大道(西南側),中山區,20:30,24.0,10.25,13.75
500107181,大直派出所,中山區,20:30,30.0,16.75,13.25
500107182,遼寧民生路口,中山區,20:30,19.0,14.5,4.5
500107183,松江路184巷口,中山區,20:30,21.0,11.5,9.5
500107184,民權東路三段60巷,中山區,20:30,18.0,12.5,5.25
